Mã phường/xã mới ;Tên Phường/Xã mới;Tên tỉnh/TP mới;Mã tỉnh (TMS)
10105001;Phường Hoàn Kiếm;Thành phố Hà Nội;101
10105002;Phường Cửa Nam;Thành phố Hà Nội;101
10101003;Phường Ba Đình;Thành phố Hà Nội;101
10101004;Phường Ngọc Hà;Thành phố Hà Nội;101
10101005;Phường Giảng Võ;Thành phố Hà Nội;101
10107006;Phường Hai Bà Trưng;Thành phố Hà Nội;101
10107007;Phường Vĩnh Tuy;Thành phố Hà Nội;101
10107008;Phường Bạch Mai;Thành phố Hà Nội;101
10109009;Phường Đống Đa;Thành phố Hà Nội;101
10109010;Phường Kim Liên;Thành phố Hà Nội;101
10109011;Phường Văn Miếu - Quốc Tử Giám;Thành phố Hà Nội;101
10109012;Phường Láng;Thành phố Hà Nội;101
10109013;Phường Ô Chợ Dừa;Thành phố Hà Nội;101
10103014;Phường Hồng Hà;Thành phố Hà Nội;101
10108015;Phường Lĩnh Nam;Thành phố Hà Nội;101
10108016;Phường Hoàng Mai;Thành phố Hà Nội;101
10108017;Phường Vĩnh Hưng;Thành phố Hà Nội;101
10108018;Phường Tương Mai;Thành phố Hà Nội;101
10108019;Phường Định Công;Thành phố Hà Nội;101
10123020;Phường Hoàng Liệt;Thành phố Hà Nội;101
10108021;Phường Yên Sở;Thành phố Hà Nội;101
10111022;Phường Thanh Xuân;Thành phố Hà Nội;101
10111023;Phường Khương Đình;Thành phố Hà Nội;101
10111024;Phường Phương Liệt;Thành phố Hà Nội;101
10113025;Phường Cầu Giấy;Thành phố Hà Nội;101
10113026;Phường Nghĩa Đô;Thành phố Hà Nội;101
10113027;Phường Yên Hoà;Thành phố Hà Nội;101
10103028;Phường Tây Hồ;Thành phố Hà Nội;101
10157029;Phường Phú Thượng;Thành phố Hà Nội;101
10157030;Phường Tây Tựu;Thành phố Hà Nội;101
10157031;Phường Phú Diễn;Thành phố Hà Nội;101
10157032;Phường Xuân Đỉnh;Thành phố Hà Nội;101
10157033;Phường Đông Ngạc;Thành phố Hà Nội;101
10157034;Phường Thượng Cát;Thành phố Hà Nội;101
10155035;Phường Từ Liêm;Thành phố Hà Nội;101
10155036;Phường Xuân Phương;Thành phố Hà Nội;101
10155037;Phường Tây Mỗ;Thành phố Hà Nội;101
10155038;Phường Đại Mỗ;Thành phố Hà Nội;101
10106039;Phường Long Biên;Thành phố Hà Nội;101
10106040;Phường Bồ Đề;Thành phố Hà Nội;101
10106041;Phường Việt Hưng;Thành phố Hà Nội;101
10106042;Phường Phúc Lợi;Thành phố Hà Nội;101
10127043;Phường Hà Đông;Thành phố Hà Nội;101
10127044;Phường Dương Nội;Thành phố Hà Nội;101
10127045;Phường Yên Nghĩa;Thành phố Hà Nội;101
10127046;Phường Phú Lương;Thành phố Hà Nội;101
10127047;Phường Kiến Hưng;Thành phố Hà Nội;101
10123048;Xã Thanh Trì;Thành phố Hà Nội;101
10123049;Xã Đại Thanh;Thành phố Hà Nội;101
10123050;Xã Nam Phù;Thành phố Hà Nội;101
10123051;Xã Ngọc Hồi;Thành phố Hà Nội;101
10123052;Phường Thanh Liệt;Thành phố Hà Nội;101
10143053;Xã Thượng Phúc;Thành phố Hà Nội;101
10143054;Xã Thường Tín;Thành phố Hà Nội;101
10143055;Xã Chương Dương;Thành phố Hà Nội;101
10143056;Xã Hồng Vân;Thành phố Hà Nội;101
10149057;Xã Phú Xuyên;Thành phố Hà Nội;101
10149058;Xã Phượng Dực;Thành phố Hà Nội;101
10149059;Xã Chuyên Mỹ;Thành phố Hà Nội;101
10149060;Xã Đại Xuyên;Thành phố Hà Nội;101
10141061;Xã Thanh Oai;Thành phố Hà Nội;101
10141062;Xã Bình Minh;Thành phố Hà Nội;101
10141063;Xã Tam Hưng;Thành phố Hà Nội;101
10141064;Xã Dân Hoà;Thành phố Hà Nội;101
10147065;Xã Vân Đình;Thành phố Hà Nội;101
10147066;Xã Ứng Thiên;Thành phố Hà Nội;101
10147067;Xã Hoà Xá;Thành phố Hà Nội;101
10147068;Xã Ứng Hoà;Thành phố Hà Nội;101
10145069;Xã Mỹ Đức;Thành phố Hà Nội;101
10145070;Xã Hồng Sơn;Thành phố Hà Nội;101
10145071;Xã Phúc Sơn;Thành phố Hà Nội;101
10145072;Xã Hương Sơn;Thành phố Hà Nội;101
10153073;Phường Chương Mỹ;Thành phố Hà Nội;101
10153074;Xã Phú Nghĩa;Thành phố Hà Nội;101
10153075;Xã Xuân Mai;Thành phố Hà Nội;101
10153076;Xã Trần Phú;Thành phố Hà Nội;101
10153077;Xã Hoà Phú;Thành phố Hà Nội;101
10153078;Xã Quảng Bị;Thành phố Hà Nội;101
10151079;Xã Minh Châu;Thành phố Hà Nội;101
10151080;Xã Quảng Oai;Thành phố Hà Nội;101
10151081;Xã Vật Lại;Thành phố Hà Nội;101
10151082;Xã Cổ Đô;Thành phố Hà Nội;101
10151083;Xã Bất Bạt;Thành phố Hà Nội;101
10151084;Xã Suối Hai;Thành phố Hà Nội;101
10151085;Xã Ba Vì;Thành phố Hà Nội;101
10151086;Xã Yên Bài;Thành phố Hà Nội;101
10129087;Phường Sơn Tây;Thành phố Hà Nội;101
10129088;Phường Tùng Thiện;Thành phố Hà Nội;101
10129089;Xã Đoài Phương;Thành phố Hà Nội;101
10131090;Xã Phúc Thọ;Thành phố Hà Nội;101
10131091;Xã Phúc Lộc;Thành phố Hà Nội;101
10131092;Xã Hát Môn;Thành phố Hà Nội;101
10135093;Xã Thạch Thất;Thành phố Hà Nội;101
10135094;Xã Hạ Bằng;Thành phố Hà Nội;101
10135095;Xã Tây Phương;Thành phố Hà Nội;101
10135096;Xã Hoà Lạc;Thành phố Hà Nội;101
10135097;Xã Yên Xuân;Thành phố Hà Nội;101
10139098;Xã Quốc Oai;Thành phố Hà Nội;101
10139099;Xã Hưng Đạo;Thành phố Hà Nội;101
10139100;Xã Kiều Phú;Thành phố Hà Nội;101
10139101;Xã Phú Cát;Thành phố Hà Nội;101
10137102;Xã Hoài Đức;Thành phố Hà Nội;101
10137103;Xã Dương Hoà;Thành phố Hà Nội;101
10137104;Xã Sơn Đồng;Thành phố Hà Nội;101
10137105;Xã An Khánh;Thành phố Hà Nội;101
10133106;Xã Đan Phượng;Thành phố Hà Nội;101
10133107;Xã Ô Diên;Thành phố Hà Nội;101
10133108;Xã Liên Minh;Thành phố Hà Nội;101
10119109;Xã Gia Lâm;Thành phố Hà Nội;101
10119110;Xã Thuận An;Thành phố Hà Nội;101
10119111;Xã Bát Tràng;Thành phố Hà Nội;101
10119112;Xã Phù Đổng;Thành phố Hà Nội;101
10117113;Xã Thư Lâm;Thành phố Hà Nội;101
10117114;Xã Đông Anh;Thành phố Hà Nội;101
10117115;Xã Phúc Thịnh;Thành phố Hà Nội;101
10117116;Xã Thiên Lộc;Thành phố Hà Nội;101
10117117;Xã Vĩnh Thanh;Thành phố Hà Nội;101
10125118;Xã Mê Linh;Thành phố Hà Nội;101
10125119;Xã Yên Lãng;Thành phố Hà Nội;101
10125120;Xã Tiến Thắng;Thành phố Hà Nội;101
10125121;Xã Quang Minh;Thành phố Hà Nội;101
10115122;Xã Sóc Sơn;Thành phố Hà Nội;101
10115123;Xã Đa Phúc;Thành phố Hà Nội;101
10115124;Xã Nội Bài;Thành phố Hà Nội;101
10115125;Xã Trung Giã;Thành phố Hà Nội;101
10115126;Xã Kim Anh;Thành phố Hà Nội;101
22113001;Xã Đại Sơn;Tỉnh Bắc Ninh;223
22113002;Xã Sơn Động;Tỉnh Bắc Ninh;223
22113003;Xã Tây Yên Tử;Tỉnh Bắc Ninh;223
22113004;Xã Dương Hưu;Tỉnh Bắc Ninh;223
22113005;Xã Yên Định;Tỉnh Bắc Ninh;223
22113006;Xã An Lạc;Tỉnh Bắc Ninh;223
22113007;Xã Vân Sơn;Tỉnh Bắc Ninh;223
22107008;Xã Biển Động;Tỉnh Bắc Ninh;223
22107009;Xã Lục Ngạn;Tỉnh Bắc Ninh;223
22107010;Xã Đèo Gia;Tỉnh Bắc Ninh;223
22107011;Xã Sơn Hải;Tỉnh Bắc Ninh;223
22107012;Xã Tân Sơn;Tỉnh Bắc Ninh;223
22107013;Xã Biên Sơn;Tỉnh Bắc Ninh;223
22107014;Xã Sa Lý;Tỉnh Bắc Ninh;223
22107015;Xã Nam Dương;Tỉnh Bắc Ninh;223
22121016;Xã Kiên Lao;Tỉnh Bắc Ninh;223
22121017;Phường Chũ;Tỉnh Bắc Ninh;223
22121018;Phường Phượng Sơn;Tỉnh Bắc Ninh;223
22115019;Xã Lục Sơn;Tỉnh Bắc Ninh;223
22115020;Xã Trường Sơn;Tỉnh Bắc Ninh;223
22115021;Xã Cẩm Lý;Tỉnh Bắc Ninh;223
22115022;Xã Đông Phú;Tỉnh Bắc Ninh;223
22115023;Xã Nghĩa Phương;Tỉnh Bắc Ninh;223
22115024;Xã Lục Nam;Tỉnh Bắc Ninh;223
22115025;Xã Bắc Lũng;Tỉnh Bắc Ninh;223
22115026;Xã Bảo Đài;Tỉnh Bắc Ninh;223
22111027;Xã Lạng Giang;Tỉnh Bắc Ninh;223
22111028;Xã Mỹ Thái;Tỉnh Bắc Ninh;223
22111029;Xã Kép;Tỉnh Bắc Ninh;223
22111030;Xã Tân Dĩnh;Tỉnh Bắc Ninh;223
22111031;Xã Tiên Lục;Tỉnh Bắc Ninh;223
22103032;Xã Yên Thế;Tỉnh Bắc Ninh;223
22103033;Xã Bố Hạ;Tỉnh Bắc Ninh;223
22103034;Xã Đồng Kỳ;Tỉnh Bắc Ninh;223
22103035;Xã Xuân Lương;Tỉnh Bắc Ninh;223
22103036;Xã Tam Tiến;Tỉnh Bắc Ninh;223
22105037;Xã Tân Yên;Tỉnh Bắc Ninh;223
22105038;Xã Ngọc Thiện;Tỉnh Bắc Ninh;223
22105039;Xã Nhã Nam;Tỉnh Bắc Ninh;223
22105040;Xã Phúc Hoà;Tỉnh Bắc Ninh;223
22105041;Xã Quang Trung;Tỉnh Bắc Ninh;223
22109042;Xã Hợp Thịnh;Tỉnh Bắc Ninh;223
22109043;Xã Hiệp Hoà;Tỉnh Bắc Ninh;223
22109044;Xã Hoàng Vân;Tỉnh Bắc Ninh;223
22109045;Xã Xuân Cẩm;Tỉnh Bắc Ninh;223
22117046;Phường Tự Lạn;Tỉnh Bắc Ninh;223
22117047;Phường Việt Yên;Tỉnh Bắc Ninh;223
22117048;Phường Nếnh;Tỉnh Bắc Ninh;223
22117049;Phường Vân Hà;Tỉnh Bắc Ninh;223
22101050;Xã Đồng Việt;Tỉnh Bắc Ninh;223
22101051;Phường Bắc Giang;Tỉnh Bắc Ninh;223
22101052;Phường Đa Mai;Tỉnh Bắc Ninh;223
22101053;Phường Tiền Phong;Tỉnh Bắc Ninh;223
22101054;Phường Tân An;Tỉnh Bắc Ninh;223
22101055;Phường Yên Dũng;Tỉnh Bắc Ninh;223
22101056;Phường Tân Tiến;Tỉnh Bắc Ninh;223
22101057;Phường Cảnh Thụy;Tỉnh Bắc Ninh;223
22301058;Phường Kinh Bắc;Tỉnh Bắc Ninh;223
22301059;Phường Võ Cường;Tỉnh Bắc Ninh;223
22301060;Phường Vũ Ninh;Tỉnh Bắc Ninh;223
22301061;Phường Hạp Lĩnh;Tỉnh Bắc Ninh;223
22301062;Phường Nam Sơn;Tỉnh Bắc Ninh;223
22313063;Phường Từ Sơn;Tỉnh Bắc Ninh;223
22313064;Phường Tam Sơn;Tỉnh Bắc Ninh;223
22313065;Phường Đồng Nguyên;Tỉnh Bắc Ninh;223
22313066;Phường Phù Khê;Tỉnh Bắc Ninh;223
22309067;Phường Thuận Thành;Tỉnh Bắc Ninh;223
22309068;Phường Mão Điền;Tỉnh Bắc Ninh;223
22309069;Phường Trạm Lộ;Tỉnh Bắc Ninh;223
22309070;Phường Trí Quả;Tỉnh Bắc Ninh;223
22309071;Phường Song Liễu;Tỉnh Bắc Ninh;223
22309072;Phường Ninh Xá;Tỉnh Bắc Ninh;223
22305073;Phường Quế Võ;Tỉnh Bắc Ninh;223
22305074;Phường Phương Liễu;Tỉnh Bắc Ninh;223
22305075;Phường Nhân Hoà;Tỉnh Bắc Ninh;223
22305076;Phường Đào Viên;Tỉnh Bắc Ninh;223
22305077;Phường Bồng Lai;Tỉnh Bắc Ninh;223
22305078;Xã Chi Lăng;Tỉnh Bắc Ninh;223
22305079;Xã Phù Lãng;Tỉnh Bắc Ninh;223
22303080;Xã Yên Phong;Tỉnh Bắc Ninh;223
22303081;Xã Văn Môn;Tỉnh Bắc Ninh;223
22303082;Xã Tam Giang;Tỉnh Bắc Ninh;223
22303083;Xã Yên Trung;Tỉnh Bắc Ninh;223
22303084;Xã Tam Đa;Tỉnh Bắc Ninh;223
22307085;Xã Tiên Du;Tỉnh Bắc Ninh;223
22307086;Xã Liên Bão;Tỉnh Bắc Ninh;223
22307087;Xã Tân Chi;Tỉnh Bắc Ninh;223
22307088;Xã Đại Đồng;Tỉnh Bắc Ninh;223
22307089;Xã Phật Tích;Tỉnh Bắc Ninh;223
22315090;Xã Gia Bình;Tỉnh Bắc Ninh;223
22315091;Xã Nhân Thắng;Tỉnh Bắc Ninh;223
22315092;Xã Đại Lai;Tỉnh Bắc Ninh;223
22315093;Xã Cao Đức;Tỉnh Bắc Ninh;223
22315094;Xã Đông Cứu;Tỉnh Bắc Ninh;223
22311095;Xã Lương Tài;Tỉnh Bắc Ninh;223
22311096;Xã Lâm Thao;Tỉnh Bắc Ninh;223
22311097;Xã Trung Chính;Tỉnh Bắc Ninh;223
22311098;Xã Trung Kênh;Tỉnh Bắc Ninh;223
22113099;Xã Tuấn Đạo;Tỉnh Bắc Ninh;223
22521001;Phường An Sinh;Tỉnh Quảng Ninh;225
22521002;Phường Đông Triều;Tỉnh Quảng Ninh;225
22521003;Phường Bình Khê;Tỉnh Quảng Ninh;225
22521004;Phường Mạo Khê;Tỉnh Quảng Ninh;225
22521005;Phường Hoàng Quế;Tỉnh Quảng Ninh;225
22505006;Phường Yên Tử;Tỉnh Quảng Ninh;225
22505007;Phường Vàng Danh;Tỉnh Quảng Ninh;225
22505008;Phường Uông Bí;Tỉnh Quảng Ninh;225
22525009;Phường Đông Mai;Tỉnh Quảng Ninh;225
22525010;Phường Hiệp Hoà;Tỉnh Quảng Ninh;225
22525011;Phường Quảng Yên;Tỉnh Quảng Ninh;225
22525012;Phường Hà An;Tỉnh Quảng Ninh;225
22525013;Phường Phong Cốc;Tỉnh Quảng Ninh;225
22525014;Phường Liên Hoà;Tỉnh Quảng Ninh;225
22501015;Phường Tuần Châu;Tỉnh Quảng Ninh;225
22501016;Phường Việt Hưng;Tỉnh Quảng Ninh;225
22501017;Phường Bãi Cháy;Tỉnh Quảng Ninh;225
22501018;Phường Hà Tu;Tỉnh Quảng Ninh;225
22501019;Phường Hà Lầm;Tỉnh Quảng Ninh;225
22501020;Phường Cao Xanh;Tỉnh Quảng Ninh;225
22501021;Phường Hồng Gai;Tỉnh Quảng Ninh;225
22501022;Phường Hạ Long;Tỉnh Quảng Ninh;225
22501023;Phường Hoành Bồ;Tỉnh Quảng Ninh;225
22501024;Xã Quảng La;Tỉnh Quảng Ninh;225
22501025;Xã Thống Nhất;Tỉnh Quảng Ninh;225
22503026;Phường Mông Dương;Tỉnh Quảng Ninh;225
22503027;Phường Quang Hanh;Tỉnh Quảng Ninh;225
22503028;Phường Cẩm Phả;Tỉnh Quảng Ninh;225
22503029;Phường Cửa Ông;Tỉnh Quảng Ninh;225
22503030;Xã Hải Hoà;Tỉnh Quảng Ninh;225
22513031;Xã Tiên Yên;Tỉnh Quảng Ninh;225
22513032;Xã Điền Xá;Tỉnh Quảng Ninh;225
22513033;Xã Đông Ngũ;Tỉnh Quảng Ninh;225
22513034;Xã Hải Lạng;Tỉnh Quảng Ninh;225
22501035;Xã Lương Minh;Tỉnh Quảng Ninh;225
22515036;Xã Kỳ Thượng;Tỉnh Quảng Ninh;225
22515037;Xã Ba Chẽ;Tỉnh Quảng Ninh;225
22527038;Xã Quảng Tân;Tỉnh Quảng Ninh;225
22527039;Xã Đầm Hà;Tỉnh Quảng Ninh;225
22511040;Xã Quảng Hà;Tỉnh Quảng Ninh;225
22511041;Xã Đường Hoa;Tỉnh Quảng Ninh;225
22511042;Xã Quảng Đức;Tỉnh Quảng Ninh;225
22507043;Xã Hoành Mô;Tỉnh Quảng Ninh;225
22507044;Xã Lục Hồn;Tỉnh Quảng Ninh;225
22507045;Xã Bình Liêu;Tỉnh Quảng Ninh;225
22509046;Xã Hải Sơn;Tỉnh Quảng Ninh;225
22509047;Xã Hải Ninh;Tỉnh Quảng Ninh;225
22509048;Xã Vĩnh Thực;Tỉnh Quảng Ninh;225
22509049;Phường Móng Cái 1;Tỉnh Quảng Ninh;225
22509050;Phường Móng Cái 2;Tỉnh Quảng Ninh;225
22509051;Phường Móng Cái 3;Tỉnh Quảng Ninh;225
22517052;Đặc khu Vân Đồn;Tỉnh Quảng Ninh;225
22523053;Đặc khu Cô Tô;Tỉnh Quảng Ninh;225
22511054;Xã Cái Chiên;Tỉnh Quảng Ninh;225
10311001;Phường Thuỷ Nguyên;Tp Hải Phòng;103
10311002;Phường Thiên Hương;Tp Hải Phòng;103
10311003;Phường Hoà Bình;Tp Hải Phòng;103
10311004;Phường Nam Triệu;Tp Hải Phòng;103
10311005;Phường Bạch Đằng;Tp Hải Phòng;103
10311006;Phường Lưu Kiếm;Tp Hải Phòng;103
10311007;Phường Lê Ích Mộc;Tp Hải Phòng;103
10301008;Phường Hồng Bàng;Tp Hải Phòng;103
10301009;Phường Hồng An;Tp Hải Phòng;103
10303010;Phường Ngô Quyền;Tp Hải Phòng;103
10303011;Phường Gia Viên;Tp Hải Phòng;103
10305012;Phường Lê Chân;Tp Hải Phòng;103
10305013;Phường An Biên;Tp Hải Phòng;103
10304014;Phường Hải An;Tp Hải Phòng;103
10304015;Phường Đông Hải;Tp Hải Phòng;103
10307016;Phường Kiến An;Tp Hải Phòng;103
10307017;Phường Phù Liễn;Tp Hải Phòng;103
10309018;Phường Nam Đồ Sơn;Tp Hải Phòng;103
10309019;Phường Đồ Sơn;Tp Hải Phòng;103
10327020;Phường Hưng Đạo;Tp Hải Phòng;103
10327021;Phường Dương Kinh;Tp Hải Phòng;103
10313022;Phường An Dương;Tp Hải Phòng;103
10313023;Phường An Hải;Tp Hải Phòng;103
10313024;Phường An Phong;Tp Hải Phòng;103
10315025;Xã An Hưng;Tp Hải Phòng;103
10315026;Xã An Khánh;Tp Hải Phòng;103
10315027;Xã An Quang;Tp Hải Phòng;103
10315028;Xã An Trường;Tp Hải Phòng;103
10315029;Xã An Lão;Tp Hải Phòng;103
10317030;Xã Kiến Thụy;Tp Hải Phòng;103
10317031;Xã Kiến Minh;Tp Hải Phòng;103
10317032;Xã Kiến Hải;Tp Hải Phòng;103
10317033;Xã Kiến Hưng;Tp Hải Phòng;103
10317034;Xã Nghi Dương;Tp Hải Phòng;103
10319035;Xã Quyết Thắng;Tp Hải Phòng;103
10319036;Xã Tiên Lãng;Tp Hải Phòng;103
10319037;Xã Tân Minh;Tp Hải Phòng;103
10319038;Xã Tiên Minh;Tp Hải Phòng;103
10319039;Xã Chấn Hưng;Tp Hải Phòng;103
10319040;Xã Hùng Thắng;Tp Hải Phòng;103
10321041;Xã Vĩnh Bảo;Tp Hải Phòng;103
10321042;Xã Nguyễn Bỉnh Khiêm;Tp Hải Phòng;103
10321043;Xã Vĩnh Am;Tp Hải Phòng;103
10321044;Xã Vĩnh Hải;Tp Hải Phòng;103
10321045;Xã Vĩnh Hoà;Tp Hải Phòng;103
10321046;Xã Vĩnh Thịnh;Tp Hải Phòng;103
10321047;Xã Vĩnh Thuận;Tp Hải Phòng;103
10311048;Xã Việt Khê;Tp Hải Phòng;103
10323049;Đặc khu Cát Hải;Tp Hải Phòng;103
10325050;Đặc khu Bạch Long Vĩ;Tp Hải Phòng;103
10701051;Phường Hải Dương;Tp Hải Phòng;103
10701052;Phường Lê Thanh Nghị;Tp Hải Phòng;103
10701053;Phường Việt Hoà;Tp Hải Phòng;103
10701054;Phường Thành Đông;Tp Hải Phòng;103
10701055;Phường Nam Đồng;Tp Hải Phòng;103
10701056;Phường Tân Hưng;Tp Hải Phòng;103
10701057;Phường Thạch Khôi;Tp Hải Phòng;103
10717058;Phường Tứ Minh;Tp Hải Phòng;103
10701059;Phường Ái Quốc;Tp Hải Phòng;103
10703060;Phường Chu Văn An;Tp Hải Phòng;103
10703061;Phường Chí Linh;Tp Hải Phòng;103
10703062;Phường Trần Hưng Đạo;Tp Hải Phòng;103
10703063;Phường Nguyễn Trãi;Tp Hải Phòng;103
10703064;Phường Trần Nhân Tông;Tp Hải Phòng;103
10703065;Phường Lê Đại Hành;Tp Hải Phòng;103
10709066;Phường Kinh Môn;Tp Hải Phòng;103
10709067;Phường Nguyễn Đại Năng;Tp Hải Phòng;103
10709068;Phường Trần Liễu;Tp Hải Phòng;103
10709069;Phường Bắc An Phụ;Tp Hải Phòng;103
10709070;Phường Phạm Sư Mạnh;Tp Hải Phòng;103
10709071;Phường Nhị Chiểu;Tp Hải Phòng;103
10709072;Xã Nam An Phụ;Tp Hải Phòng;103
10705073;Xã Nam Sách;Tp Hải Phòng;103
10705074;Xã Thái Tân;Tp Hải Phòng;103
10705075;Xã Hợp Tiến;Tp Hải Phòng;103
10705076;Xã Trần Phú;Tp Hải Phòng;103
10705077;Xã An Phú;Tp Hải Phòng;103
10707078;Xã Thanh Hà;Tp Hải Phòng;103
10707079;Xã Hà Tây;Tp Hải Phòng;103
10707080;Xã Hà Bắc;Tp Hải Phòng;103
10707081;Xã Hà Nam;Tp Hải Phòng;103
10707082;Xã Hà Đông;Tp Hải Phòng;103
10717083;Xã Cẩm Giang;Tp Hải Phòng;103
10717084;Xã Tuệ Tĩnh;Tp Hải Phòng;103
10717085;Xã Mao Điền;Tp Hải Phòng;103
10717086;Xã Cẩm Giàng;Tp Hải Phòng;103
10719087;Xã Kẻ Sặt;Tp Hải Phòng;103
10719088;Xã Bình Giang;Tp Hải Phòng;103
10719089;Xã Đường An;Tp Hải Phòng;103
10719090;Xã Thượng Hồng;Tp Hải Phòng;103
10713091;Xã Gia Lộc;Tp Hải Phòng;103
10713092;Xã Yết Kiêu;Tp Hải Phòng;103
10713093;Xã Gia Phúc;Tp Hải Phòng;103
10713094;Xã Trường Tân;Tp Hải Phòng;103
10715095;Xã Tứ Kỳ;Tp Hải Phòng;103
10715096;Xã Tân Kỳ;Tp Hải Phòng;103
10715097;Xã Đại Sơn;Tp Hải Phòng;103
10715098;Xã Chí Minh;Tp Hải Phòng;103
10715099;Xã Lạc Phượng;Tp Hải Phòng;103
10715100;Xã Nguyên Giáp;Tp Hải Phòng;103
10723101;Xã Ninh Giang;Tp Hải Phòng;103
10723102;Xã Vĩnh Lại;Tp Hải Phòng;103
10723103;Xã Khúc Thừa Dụ;Tp Hải Phòng;103
10723104;Xã Tân An;Tp Hải Phòng;103
10723105;Xã Hồng Châu;Tp Hải Phòng;103
10721106;Xã Thanh Miện;Tp Hải Phòng;103
10721107;Xã Bắc Thanh Miện;Tp Hải Phòng;103
10721108;Xã Hải Hưng;Tp Hải Phòng;103
10721109;Xã Nguyễn Lương Bằng;Tp Hải Phòng;103
10721110;Xã Nam Thanh Miện;Tp Hải Phòng;103
10711111;Xã Phú Thái;Tp Hải Phòng;103
10711112;Xã Lai Khê;Tp Hải Phòng;103
10711113;Xã An Thành;Tp Hải Phòng;103
10711114;Xã Kim Thành;Tp Hải Phòng;103
10901001;Phường Phố Hiến;Tỉnh Hưng Yên;109
10901002;Phường Sơn Nam;Tỉnh Hưng Yên;109
10901003;Phường Hồng Châu;Tỉnh Hưng Yên;109
10903004;Phường Mỹ Hào;Tỉnh Hưng Yên;109
10903005;Phường Đường Hào;Tỉnh Hưng Yên;109
10903006;Phường Thượng Hồng;Tỉnh Hưng Yên;109
10901007;Xã Tân Hưng;Tỉnh Hưng Yên;109
10913008;Xã Hoàng Hoa Thám;Tỉnh Hưng Yên;109
10913009;Xã Tiên Lữ;Tỉnh Hưng Yên;109
10913010;Xã Tiên Hoa;Tỉnh Hưng Yên;109
10911011;Xã Quang Hưng;Tỉnh Hưng Yên;109
10911012;Xã Đoàn Đào;Tỉnh Hưng Yên;109
10911013;Xã Tiên Tiến;Tỉnh Hưng Yên;109
10911014;Xã Tống Trân;Tỉnh Hưng Yên;109
10909015;Xã Lương Bằng;Tỉnh Hưng Yên;109
10909016;Xã Nghĩa Dân;Tỉnh Hưng Yên;109
10909017;Xã Hiệp Cường;Tỉnh Hưng Yên;109
10909018;Xã Đức Hợp;Tỉnh Hưng Yên;109
10907019;Xã Ân Thi;Tỉnh Hưng Yên;109
10907020;Xã Xuân Trúc;Tỉnh Hưng Yên;109
10907021;Xã Phạm Ngũ Lão;Tỉnh Hưng Yên;109
10907022;Xã Nguyễn Trãi;Tỉnh Hưng Yên;109
10907023;Xã Hồng Quang;Tỉnh Hưng Yên;109
10905024;Xã Khoái Châu;Tỉnh Hưng Yên;109
10905025;Xã Triệu Việt Vương;Tỉnh Hưng Yên;109
10905026;Xã Việt Tiến;Tỉnh Hưng Yên;109
10905027;Xã Chí Minh;Tỉnh Hưng Yên;109
10905028;Xã Châu Ninh;Tỉnh Hưng Yên;109
10919029;Xã Yên Mỹ;Tỉnh Hưng Yên;109
10919030;Xã Việt Yên;Tỉnh Hưng Yên;109
10919031;Xã Hoàn Long;Tỉnh Hưng Yên;109
10919032;Xã Nguyễn Văn Linh;Tỉnh Hưng Yên;109
10917033;Xã Như Quỳnh;Tỉnh Hưng Yên;109
10917034;Xã Lạc Đạo;Tỉnh Hưng Yên;109
10917035;Xã Đại Đồng;Tỉnh Hưng Yên;109
10915036;Xã Nghĩa Trụ;Tỉnh Hưng Yên;109
10915037;Xã Phụng Công;Tỉnh Hưng Yên;109
10915038;Xã Văn Giang;Tỉnh Hưng Yên;109
10915039;Xã Mễ Sở;Tỉnh Hưng Yên;109
11501040;Phường Thái Bình;Tỉnh Hưng Yên;109
11501041;Phường Trần Lãm;Tỉnh Hưng Yên;109
11501042;Phường Trần Hưng Đạo;Tỉnh Hưng Yên;109
11501043;Phường Trà Lý;Tỉnh Hưng Yên;109
11501044;Phường Vũ Phúc;Tỉnh Hưng Yên;109
11507045;Xã Thái Thụy;Tỉnh Hưng Yên;109
11507046;Xã Đông Thụy Anh;Tỉnh Hưng Yên;109
11507047;Xã Bắc Thụy Anh;Tỉnh Hưng Yên;109
11507048;Xã Thụy Anh;Tỉnh Hưng Yên;109
11507049;Xã Nam Thụy Anh;Tỉnh Hưng Yên;109
11507050;Xã Bắc Thái Ninh;Tỉnh Hưng Yên;109
11507051;Xã Thái Ninh;Tỉnh Hưng Yên;109
11507052;Xã Đông Thái Ninh;Tỉnh Hưng Yên;109
11507053;Xã Nam Thái Ninh;Tỉnh Hưng Yên;109
11507054;Xã Tây Thái Ninh;Tỉnh Hưng Yên;109
11507055;Xã Tây Thụy Anh;Tỉnh Hưng Yên;109
11515056;Xã Tiền Hải;Tỉnh Hưng Yên;109
11515057;Xã Tây Tiền Hải;Tỉnh Hưng Yên;109
11515058;Xã Ái Quốc;Tỉnh Hưng Yên;109
11515059;Xã Đồng Châu;Tỉnh Hưng Yên;109
11515060;Xã Đông Tiền Hải;Tỉnh Hưng Yên;109
11515061;Xã Nam Cường;Tỉnh Hưng Yên;109
11515062;Xã Hưng Phú;Tỉnh Hưng Yên;109
11515063;Xã Nam Tiền Hải;Tỉnh Hưng Yên;109
11503064;Xã Quỳnh Phụ;Tỉnh Hưng Yên;109
11503065;Xã Minh Thọ;Tỉnh Hưng Yên;109
